MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
KYMCO;SUPER DINK 125;125;SUPER DINK 125;NO;SUPER DINK 125 ;2021;11300;2030.00;2740.00;710.00;5707LMY;2ed4aff7-4159-4822-930e-ed26e21b697c;06/03/2024
KYMCO;SUPER DINK 125;125;SUPER DINK 125;NO;SUPER DINK 125 ;2021;17300;2200.00;2740.00;540.00;1435LPP;2ed4aff7-4159-4822-930e-ed26e21b697c;12/06/2024
KYMCO;SUPER DINK 125;125;SUPER DINK 125;NO;SUPER DINK 125 ;2019;6600;2300.00;2740.00;440.00;1393KTM;2ed4aff7-4159-4822-930e-ed26e21b697c;30/07/2024
KYMCO;X-TOWN 125;125;X-TOWN 125;;;2022;13951;2200.00;2740.00;540.00;3332LZR;c92a788f-6682-4333-bae1-e9f06873b2ae;23/08/2024
MACBOR;MONTANA XR1 ;125;MONTANA XR1;NO;MONTANA XR1  ;2021;3551;2000.00;2740.00;740.00;9067LMC;84d0aec2-f1e1-406c-9e91-8973b4fa2010;11/03/2024
MITT;GP 125;125;GP 125;NO;GP 125 ;2023;12253;2030.00;2740.00;710.00;4510MJJ;3277c102-212c-42e4-b1e9-53a8e3f34dbb;08/07/2024
MOTOR HISPANIA;VR 10 125;125;HISPANIA VR 10 125;NO;VR 10 125 ;2023;3500;2030.00;2740.00;710.00;2725MFJ;ZZZZZZZ;31/01/2024
PIAGGIO;BEVERLY 300;278;BEVERLY 300 IE;NO;BEVERLY 300 ;2018;12233;1645.00;2740.00;1095.00;3039KLZ;22e12975-c49a-4fe8-85e0-bd7b128cdedd;17/06/2024
PIAGGIO;BEVERLY SPORT TOURING 350 IE;350;BEVERLY SPORT TOURING 350 IE;NO;BEVERLY SPORT TOURING 350 IE ;2016;31983;2000.00;2740.00;740.00;9298JNL;a04ca572-940f-4388-b2ea-66109b9e31b7;12/07/2024
PIAGGIO;LIBERTY 125;125;LIBERTY 125 S I-GET ABS;ABS;LIBERTY 125 ABS;2017;21713;1400.00;2740.00;1340.00;9304KDT;901f4f74-89ca-4fb8-8b28-815142d9ffe5;29/12/2023
ROYAL ENFIELD;HIMALAYAN;400;HIMALAYAN;NO;HIMALAYAN ;2018;19000;2400.00;2740.00;340.00;4837KPW;6559d99b-5314-487c-bb2f-578b13fa3bac;11/06/2024
SUZUKI;BANDIT 1250;1250;BANDIT 1250;NO;BANDIT 1250 ;2001;57100;1850.00;2740.00;890.00;4016LPY;8ea60d95-2029-444f-b385-630b327dbae2;26/01/2024
SUZUKI;BURGMAN 400;400;BURGMAN 400;NO;BURGMAN 400 ;2012;28000;2443.00;2740.00;297.00;6672HLS;2e5387fa-0654-4ee5-825e-cb9f351ac192;25/03/2024
SUZUKI;GLADIUS 650;650;GLADIUS 650;NO;GLADIUS 650 ;2010;51295;2360.00;2740.00;380.00;6038GVJ;d660df3d-97a9-4c79-a1c8-599a01c27fa5;20/03/2024
SUZUKI;GSX-R 600;600;GSX-R 6002004;NO;GSX-R 600 ;2004;45000;2000.00;2740.00;740.00;1559CYR;027acd84-93ca-4ea0-8bd8-d60ccd11a3e8;30/01/2024
SUZUKI;GSX-S 125;125;GSX-S 125;;;2020;12597;2200.00;2740.00;540.00;1830LFK;ceb573dd-d128-41fe-8de5-6070c9d3e4f2;23/08/2024
SYM;CRUISYM 300;300;CRUISYM 300;NO;CRUISYM 300 ;2018;11153;2900.00;2740.00;-160.00;1146KNF;91091d66-e67a-49b2-99ea-c681ebed84de;16/05/2024
SYM;CRUISYM 300;300;CRUISYM 300;NO;CRUISYM 300 ;2018;7024;2100.00;2740.00;640.00;6426KLD;91091d66-e67a-49b2-99ea-c681ebed84de;12/07/2024
SYM;CRUISYM 300;278;CRUISYM 300;;;2021;35917;1800.00;2740.00;940.00;9165LPR;91091d66-e67a-49b2-99ea-c681ebed84de;28/08/2024
SYM;CRUISYM ALPHA 125;125;CRUISYM ALPHA 125;NO;CRUISYM ALPHA 125 ;2021;22684;2250.00;2740.00;490.00;3071LRG;bd785d7d-d52f-4f97-be09-e282ffadc407;09/07/2024
SYM;JET X 125;125;JET X 125;NO;JET X 125 ;2023;1200;2030.00;2740.00;710.00;7337MKC;9b25c849-d6ce-42fb-909b-923628d9d913;30/01/2024
SYM;JET X 125;125;JET X 125;NO;JET X 125 ;2023;2268;2100.00;2740.00;640.00;7337MKC;9b25c849-d6ce-42fb-909b-923628d9d913;22/05/2024
SYM;MAXSYM 400;400;MAXSYM 400;NO;MAXSYM 400 ;2018;17700;3100.00;2740.00;-360.00;2336KLD;d6dbee7e-be80-4e00-9b35-7776a81da47e;31/05/2024
SYM;MAXSYM 600;50;MAXSYM 600;NO;MAXSYM 600 ;2017;10000;2345.00;2740.00;395.00;4056JWH;adf0839a-7a0e-42d9-981a-28675882ce0f;08/01/2024
WOTTAN;STORM 125;1160;STORM 125;NO;STORM 125 ;2023;1814;2100.00;2740.00;640.00;7029MLH;4150b479-bd94-4de8-b34b-e83d7d99753b;04/07/2024
WOTTAN;STORM 125;125;STORM 125;;;2023;1814;2100.00;2740.00;640.00;7029MLH;4150b479-bd94-4de8-b34b-e83d7d99753b;16/09/2024
WOTTAN;STORM 300;300;STORM-S 300;NO;STORM 300 ;2022;2800;2000.00;2740.00;740.00;6371LZG;68525cc8-1955-42ec-ac1d-fbddb20da3e1;19/03/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2019;20934;3400.00;2740.00;-660.00;8961LDC;58b09719-8ce5-4306-947b-ecb57e09402b;11/03/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2019;20900;1700.00;2740.00;1040.00;8898KXL;58b09719-8ce5-4306-947b-ecb57e09402b;12/04/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2020;10253;2200.00;2740.00;540.00;3253LFH;58b09719-8ce5-4306-947b-ecb57e09402b;21/06/2024
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2019;8676;2045.00;2740.00;695.00;5789KZM;c5781406-368d-4e8f-b935-492dc8e2c4a4;24/07/2024
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2016;15000;2300.00;2740.00;440.00;1808JSF;83db1a67-3c02-4443-b539-12264b866429;10/06/2024
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2017;24377;2300.00;2740.00;440.00;3068KFY;83db1a67-3c02-4443-b539-12264b866429;05/07/2024
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2017;26400;2300.00;2740.00;440.00;6992KBX;83db1a67-3c02-4443-b539-12264b866429;25/07/2024
YAMAHA;X-MAX 400;400;X-MAX 400;NO;X-MAX 400 ;2014;31900;2400.00;2740.00;340.00;2155JBR;22b51423-b2da-4ad5-a48b-07bebcbd81f8;20/03/2024
ZONTES;GK 125;125;GK 125;NO;GK 125 ;2022;5099;1945.00;2740.00;795.00;4141LYP;0b4d5ab5-3a09-4d6a-ba58-cdc00d6ca06d;19/01/2024
ZONTES;M 125;125;M 125;;;2023;2579;2030.00;2740.00;710.00;6381MGY;9c18cf66-9cd5-4306-b3b7-726d7764a3fd;10/09/2024
ZONTES;M 310;310;M 310;NO;M 310 ;2021;11600;2000.00;2740.00;740.00;2029LTY;dfd5a01c-2bf8-4b0d-a341-d2978fbda484;08/04/2024
ZONTES;R 310;310;R 310;NO;R 310 ;2021;6490;1850.00;2740.00;890.00;5607LSB;753c5645-5ad2-46fb-b257-409b45d76223;11/07/2024
ZONTES;R 310 ;312;R 310;;;2021;4185;1900.00;2740.00;840.00;0712LNC;753c5645-5ad2-46fb-b257-409b45d76223;16/09/2024
ZONTES;T 310;310;T 310;NO;T 310 ;2021;19000;2100.00;2740.00;640.00;4919LPZ;95e99db0-5c1e-4221-af45-310b1d8a0777;27/05/2024
ZONTES;T 310;312;T 310;;;2019;12862;1745.00;2740.00;995.00;7771KSX;95e99db0-5c1e-4221-af45-310b1d8a0777;28/08/2024
ZONTES;U1 125;125;U1 125;;;2024;1660;2150.00;2740.00;590.00;3603MNH;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;16/09/2024
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2017;14300;2100.00;2747.00;647.00;9977JPW;c5781406-368d-4e8f-b935-492dc8e2c4a4;21/02/2023
HONDA;SH 125;125;SH 125I;;;2017;9415;2400.00;2749.00;349.00;0560KBX;90f8c459-7c15-4db3-88d0-ef28fb2350ff;17/10/2024
KTM;DUKE 390;373;390 DUKE;;;2014;21965;1800.00;2749.00;949.00;3425HYM;4f3ca48a-2629-4f95-af2b-d9c47be851d0;07/10/2024
KTM;DUKE 390;373;390 DUKE;;;2014;21965;1800.00;2749.00;949.00;3425HYM;4f3ca48a-2629-4f95-af2b-d9c47be851d0;31/10/2024
BMW;C 600 SPORT;600;C600 SPORT;NO;C600 SPORT ;2014;40000;2535.00;2750.00;215.00;1895HXZ;ef8a32d4-5ab9-4699-a275-99107b6ce4f9;25/01/2024
HONDA;FORZA 125;125;FORZA 125;;;2018;21530;2500.00;2750.00;250.00;6865KKW;ed59de17-29d3-46e2-8ccb-6c100e795370;09/09/2024
KAWASAKI;ER-6F;649;ER6F ER6F;NO;ER-6F ;2010;56500;2400.00;2750.00;350.00;6768GSV;834f45d0-6cb1-4d73-931f-0059de586793;08/03/2023
KAWASAKI;Z 750;750;Z 750;NO;Z 750 ;2007;43000;2200.00;2750.00;550.00;4912FRP;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;30/03/2023
KTM;DUKE 125;125;125 DUKE ABS;ABS;DUKE 125 ABS;2017;6800;2300.00;2750.00;450.00;9006KGF;dadee17a-0990-42c2-a959-48dc7b820ff0;19/06/2023
SYM;CRUISYM 125;125;CRUISYM 125;NO;CRUISYM 125 ;2018;4900;2200.00;2750.00;550.00;2631KNL;67e4110e-1614-4e76-8a46-23d02b02e359;29/05/2024
WOTTAN;STORM 300;276;STORM-S 300;;;2024;1;1901.00;2760.33;859.33;9534MTS;68525cc8-1955-42ec-ac1d-fbddb20da3e1;30/09/2024
HONDA;PCX 125;125;PCX 125 ABS;ABS;PCX 125 ABS;2021;10000;2030.00;2770.00;740.00;9060LPW;3a38bea4-9a06-4e2f-ab64-db078d0a2843;15/05/2023
ZONTES;G1 125;125;G1 125 X;NO;G1 125 ;2021;12000;2000.00;2770.00;770.00;8232LNK;0b4d5ab5-3a09-4d6a-ba58-cdc00d6ca06d;06/04/2023
FB MONDIAL;HPS 125;125;HPS 125;NO;HPS 125 ;2018;9321;2000.00;2780.00;780.00;9260KPJ;44485d84-8406-410a-9468-a2285166740b;14/04/2023
KYMCO;GRAND DINK 125;125;GRAND DINK 125 ABS;ABS;GRAND DINK 125 ABS;2018;15000;1750.00;2780.00;1030.00;0835KMH;0fd61524-66f6-4498-947c-1b5c18004942;18/05/2023
KYMCO;GRAND DINK 300;300;GRANDINK300;NO;GRAND DINK 300 ;2018;32748;1875.00;2780.00;905.00;3827KMX;9e06b5af-9e9a-4b54-8d7d-dc1f4dc0b839;27/02/2023
MITT;MB 125;125;MB 125;NO;MB 125 ;2021;2642;1600.00;2780.00;1180.00;5293LNS;f5413e8a-a414-47af-b8e0-3e77c9e74d14;13/02/2023
SYM;JOYMAX 125;125;JOYMAX ;NO;JOYMAX 125 ;2013;11311;1800.00;2780.00;980.00;7108HRR;f372a46c-c6a1-40cc-9325-466f0c2c2f3d;04/01/2023
YAMAHA;FZ6N;600;FZ 6 N S 600;NO;FZ6N ;2006;48222;1500.00;2780.00;1280.00;1217FDW;c1d8c8ab-ae34-42e2-8212-a19742014fb5;06/04/2023
YAMAHA;MT 03;321;MT03 ;NO;MT 03 ;2007;24000;1700.00;2780.00;1080.00;0638FXL;2303e39d-c314-49ce-8280-93ab410c958b;14/03/2023
APRILIA;SR GT 125;125;SR GT 125;NO;SR GT 125 ;2022;12850;2100.00;2790.00;690.00;0252MBR;4bc62c42-86e8-4d83-b2a2-5b1fbfb45993;16/07/2024
BENELLI;BN 302;302;BN 302 2015;NO;BN 302 ;2016;8000;1600.00;2790.00;1190.00;2135JVZ;321ef48b-43b6-43d2-88c7-71a9e53477f9;18/07/2023
BENELLI;BN 302;302;BN 302 ABS;ABS;BN 302 ABS;2017;8253;1800.00;2790.00;990.00;2603KTT;321ef48b-43b6-43d2-88c7-71a9e53477f9;14/09/2023
BENELLI;LEONCINO 125;125;LEONCINO 125 2022;NO;LEONCINO 125 ;2022;4100;2000.00;2790.00;790.00;4857MBY;fbd30e3c-bf5e-40de-b486-730e8a2ff18a;28/09/2023
BENELLI;LEONCINO 125;125;LEONCINO 125;;;2023;1008;2000.00;2790.00;790.00;6973MLR;fbd30e3c-bf5e-40de-b486-730e8a2ff18a;21/08/2024
BENELLI;LEONCINO 250;250;LEONCINO 250;NO;LEONCINO 250 ;2020;13500;1870.00;2790.00;920.00;1597LJY;1efb1e51-c0f9-4942-81b5-da115c0180b5;10/05/2023
BENELLI;LEONCINO 250;250;Leoncino 251.;NO;Leoncino 251. ;2020;1937;2350.00;2790.00;440.00;8413LHL;1efb1e51-c0f9-4942-81b5-da115c0180b5;26/01/2024
BENELLI;LEONCINO 250;249;LEONCINO 250;;;2023;5286;1600.00;2790.00;1190.00;4600MKZ;1efb1e51-c0f9-4942-81b5-da115c0180b5;18/09/2024
BENELLI;TNT 251;251;TRK 251 ABS;ABS;TNT 251 ABS;2020;8220;1600.00;2790.00;1190.00;4329LGH;ada30e1f-4af0-44b4-aced-b786ffbe6c01;12/12/2023
BENELLI;TRK 251;249;TRK 251;;;2021;13568;1700.00;2790.00;1090.00;6466LPZ;ada30e1f-4af0-44b4-aced-b786ffbe6c01;15/11/2024
FB MONDIAL;FLATTRACK 125;125;Flat Track 125 ;NO;FLATTRACK 125 ;2022;267;2200.00;2790.00;590.00;8992MBB;f6092403-2438-40eb-b3e6-6d8d4d95f519;14/07/2023
FB MONDIAL;FLATTRACK 125;125;FLAT TRACK 125 2021;NO;FLATTRACK 125 ;2021;3600;1900.00;2790.00;890.00;8943LML;f6092403-2438-40eb-b3e6-6d8d4d95f519;20/09/2023
FB MONDIAL;HPS 125;125;HPS 125 ;NO;HPS 125 ;2020;6500;2000.00;2790.00;790.00;2144LGK;44485d84-8406-410a-9468-a2285166740b;21/04/2023
FB MONDIAL;HPS 125;125;HPS 125;NO;HPS 125 ;2017;9300;1600.00;2790.00;1190.00;2878JZR;44485d84-8406-410a-9468-a2285166740b;08/05/2023
FB MONDIAL;HPS 125;125;HPS 125;NO;HPS 125 ;2022;5097;2150.00;2790.00;640.00;8493LYM;44485d84-8406-410a-9468-a2285166740b;10/07/2024
FB MONDIAL;HPS 125;125;HPS 125;;;2022;416;1745.00;2790.00;1045.00;4821LZL;44485d84-8406-410a-9468-a2285166740b;23/08/2024
FB MONDIAL;HPS 300;300;HPS 300 ABS;ABS;HPS 300 ABS;2018;2500;1950.00;2790.00;840.00;0040KPY;f42e4a86-2bdb-48b6-a562-8dbb03945b63;12/09/2023
FB MONDIAL;PAGANI 125;125;PAGANI 125 ;NO;PAGANI 125 ;2022;4000;2050.00;2790.00;740.00;9442MCC;549be826-2ff8-45e4-a034-83183619218e;12/12/2023
GOES;GP 125 EFI;125;GP 125 EFI;NO;GP 125 EFI ;2019;5000;1745.00;2790.00;1045.00;3051KTR;ZZZZZZZ;05/09/2023
HANWAY;CAFE RACER 125;125;G15 125;NO;CAFE RACER 125 ;2022;2243;2000.00;2790.00;790.00;6530LZD;7a5dd6a0-a31e-490d-b1fd-feb420e4d0fd;16/01/2023
HONDA;CB 125;125;CB 125;NO;CB 125 ;2019;20966;2500.00;2790.00;290.00;8710LCZ;00c81795-1d1e-41ac-80c8-c7b263c10991;07/05/2024
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2007;68303;1400.00;2790.00;1390.00;1535FPB;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;20/07/2023
HONDA;CB 600 F;600;CB 600 HORNET F;NO;CB 600 F ;2005;50000;1500.00;2790.00;1290.00;9545CPJ;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;31/07/2023
HONDA;CB 600 F;600;CB 600 HORNET S;NO;CB 600 F ;2003;44000;1500.00;2790.00;1290.00;3198CHT;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;20/10/2023
HONDA;CBF 125;125;CBF 125;NO;CBF 125 ;2022;1;2000.00;2790.00;790.00;2000LYK;764b05f0-cfee-410f-a30e-bd5066589933;15/02/2023
HONDA;CBF 600;599;CBF 600;NO;CBF 600 ;2006;25357;1300.00;2790.00;1490.00;9263FBP;40866fa4-ba32-4594-bbb4-2dce9b34fb54;12/04/2024
HONDA;CBF 600 N;600;CBF 600 S;NO;CBF 600 N ;2007;51000;1700.00;2790.00;1090.00;0673FMM;40866fa4-ba32-4594-bbb4-2dce9b34fb54;10/07/2023
HONDA;CBR 600;600;CBR 600 F;NO;CBR 600 ;2004;40000;1500.00;2790.00;1290.00;6086CDL;ad5b5958-14df-42b6-9afb-96500a4ed0b6;25/05/2023
HONDA;CBR 600;600;CBR 600 F F4I;NO;CBR 600 ;2005;45000;1000.00;2790.00;1790.00;4165DLM;ad5b5958-14df-42b6-9afb-96500a4ed0b6;14/08/2023
HONDA;CBR 600;600;CBR 600;NO;CBR 600 ;2003;1;1700.00;2790.00;1090.00;7295CWY;ad5b5958-14df-42b6-9afb-96500a4ed0b6;26/09/2023
HONDA;CBR 600;600;CBR 600;NO;CBR 600 ;2003;36500;1200.00;2790.00;1590.00;5439CHN;ad5b5958-14df-42b6-9afb-96500a4ed0b6;29/01/2024
HONDA;CBR 600;599;CBR 600;;;2003;51436;1800.00;2790.00;990.00;9639CJL;ad5b5958-14df-42b6-9afb-96500a4ed0b6;26/11/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2016;46130;1900.00;2790.00;890.00;0436JTJ;ed59de17-29d3-46e2-8ccb-6c100e795370;12/04/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2017;19300;2600.00;2790.00;190.00;4573JZS;ed59de17-29d3-46e2-8ccb-6c100e795370;20/06/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2016;35178;1800.00;2790.00;990.00;9643JNK;ed59de17-29d3-46e2-8ccb-6c100e795370;28/06/2024
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2020;20615;1700.00;2790.00;1090.00;9008LGZ;3a38bea4-9a06-4e2f-ab64-db078d0a2843;26/01/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2019;16832;2000.00;2790.00;790.00;1663LBW;3a38bea4-9a06-4e2f-ab64-db078d0a2843;27/01/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2017;4600;2200.00;2790.00;590.00;7526KBP;3a38bea4-9a06-4e2f-ab64-db078d0a2843;15/06/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2016;20000;1600.00;2790.00;1190.00;9736JTY;3a38bea4-9a06-4e2f-ab64-db078d0a2843;24/07/2023
HONDA;PCX 125;125;PCX 125 2017;NO;PCX 125 ;2020;8000;1830.00;2790.00;960.00;1338LKK;3a38bea4-9a06-4e2f-ab64-db078d0a2843;22/08/2023
HONDA;PCX 125;125;PCX 125 2019;NO;PCX 125 ;2019;9400;1925.00;2790.00;865.00;3407KZR;3a38bea4-9a06-4e2f-ab64-db078d0a2843;30/08/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2020;10000;2000.00;2790.00;790.00;6432LDD;3a38bea4-9a06-4e2f-ab64-db078d0a2843;17/10/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2020;19700;2100.00;2790.00;690.00;8745LHG;3a38bea4-9a06-4e2f-ab64-db078d0a2843;09/04/2024
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2022;6409;2300.00;2790.00;490.00;0429LXR;3a38bea4-9a06-4e2f-ab64-db078d0a2843;31/05/2024
HONDA;PCX 125;125;PCX 125;;;2021;8448;2000.00;2790.00;790.00;1370LNS;3a38bea4-9a06-4e2f-ab64-db078d0a2843;25/09/2024
HONDA;SCOOPY SH 125;125;SCOOPY 125I SH ABS;ABS;SCOOPY SH 125 ABS;2016;15157;2100.00;2790.00;690.00;4111JNM;dd419be3-42b2-4c88-bbb1-f40d15ada0da;24/05/2023
HONDA;SCOOPY SH 125;125;SCOOPY 125I SH;;;2017;22200;1800.00;2790.00;990.00;6381KFD;dd419be3-42b2-4c88-bbb1-f40d15ada0da;10/09/2024
HONDA;SH 125;125;SH 125;NO;SH 125 ;2014;11500;2000.00;2790.00;790.00;1403HXL;90f8c459-7c15-4db3-88d0-ef28fb2350ff;31/03/2023
HONDA;SH 125;125;SH 125;NO;SH 125 ;2017;19000;2100.00;2790.00;690.00;0802KDR;90f8c459-7c15-4db3-88d0-ef28fb2350ff;30/05/2023
HONDA;SH 125;125;SH 125I 2016;NO;SH 125 ;2016;14250;1800.00;2790.00;990.00;6257JLY;90f8c459-7c15-4db3-88d0-ef28fb2350ff;31/07/2023
HONDA;SH 125;125;SH 125I ABS;ABS;SH 125 ABS;2017;26500;1830.00;2790.00;960.00;9343JWT;90f8c459-7c15-4db3-88d0-ef28fb2350ff;05/12/2023
HONDA;SH 125;125;SH 125I ABS;ABS;SH 125 ABS;2017;26500;1830.00;2790.00;960.00;9343JWT;90f8c459-7c15-4db3-88d0-ef28fb2350ff;05/12/2023
HONDA;SH 125;125;SH 125I;NO;SH 125 ;2018;26500;2200.00;2790.00;590.00;6071KKG;90f8c459-7c15-4db3-88d0-ef28fb2350ff;17/01/2024
HONDA;SH 125;125;SH 125I;NO;SH 125 ;2015;18900;1800.00;2790.00;990.00;4613JHT;90f8c459-7c15-4db3-88d0-ef28fb2350ff;29/01/2024
HONDA;SH 125;125;SH 125I;NO;SH 125 ;2016;3900;1845.00;2790.00;945.00;3576JNZ;90f8c459-7c15-4db3-88d0-ef28fb2350ff;24/05/2024
HONDA;SH 300;300;SH 300;NO;SH 300 ;2010;18900;1800.00;2790.00;990.00;8031GZY;b31e165c-92d6-4435-9c49-114c0bfb9a00;22/02/2023
HONDA;SH 300;300;SH 300;NO;SH 300 ;2010;43300;1500.00;2790.00;1290.00;0584GVT;b31e165c-92d6-4435-9c49-114c0bfb9a00;17/03/2023
HONDA;SH MODE 125;125;SH MODE 125 2021;NO;SH MODE 125 ;2021;250;2000.00;2790.00;790.00;7483LSS;c8623446-377f-4ce2-be87-ace9a9be7fda;23/05/2023
HONDA;SH MODE 125;125;SH MODE 125 2018;NO;SH MODE 125 ;2021;13000;2150.00;2790.00;640.00;4556LPZ;c8623446-377f-4ce2-be87-ace9a9be7fda;31/07/2023
HONDA;SILVER WING 400;400;SILVER WING 400;NO;SILVER WING 400 ;2008;35820;1800.00;2790.00;990.00;3510GJG;a4ae878d-f382-4ff0-8024-ffaecca7552c;06/02/2023
HONDA;SILVER WING 400;400;SW T400 ;NO;SILVER WING 400 ;2009;75000;1300.00;2790.00;1490.00;2454GRK;a4ae878d-f382-4ff0-8024-ffaecca7552c;18/09/2023
HONDA;SILVER WING 400;400;SW T400 ABS;ABS;SILVER WING 400 ABS;2009;55000;1700.00;2790.00;1090.00;3041GNW;a4ae878d-f382-4ff0-8024-ffaecca7552c;13/12/2023
HONDA;SILVER WING 400;400;SW T400 ABS;ABS;SILVER WING 400 ABS;2009;55000;1700.00;2790.00;1090.00;3041GNW;a4ae878d-f382-4ff0-8024-ffaecca7552c;13/12/2023
HONDA;VT 750;750;VT 750 C;NO;VT 750 ;2006;60322;800.00;2790.00;1990.00;8911FDZ;96bb25c5-4a88-48cd-b626-67a3966e3588;30/04/2024
HONDA;VTR 250;250;VTR 250;NO;VTR 250 ;2010;30072;1750.00;2790.00;1040.00;7548GZF;a3654414-a8f3-4ecb-9576-ebf2022021fb;14/03/2023
HONDA;XL 125V VARADERO;124;XL 125V VARADERO;NO;XL 125V VARADERO ;2010;16300;2000.00;2790.00;790.00;7552GYD;ZZZZZZZ;19/04/2024
HYOSUNG;AQUILA GV-125;125;AQUILA GV-125;NO;AQUILA GV-125 ;2021;35;1830.00;2790.00;960.00;7433LNW;2c4435be-60dc-4011-907c-8aaf0456ee25;18/03/2024
HYOSUNG;AQUILA GV-125;125;AQUILA GV-125;NO;AQUILA GV-125 ;2022;5203;2000.00;2790.00;790.00;2219LYY;2c4435be-60dc-4011-907c-8aaf0456ee25;22/05/2024
KAWASAKI;J 125;125;J 125 2015;NO;J 125 ;2016;25200;2000.00;2790.00;790.00;7750JVP;d5c3fdd8-8a4b-4ce9-8d7d-51256a3b6b5c;10/08/2023
KAWASAKI;J 300;300;J 300 ABS;ABS;J 300 ABS;2016;15000;2200.00;2790.00;590.00;6252JSB;02197953-7760-4642-8132-a7dc5d15954f;23/10/2023
KAWASAKI;J 300;300;J 300;NO;J 300 ;2017;9369;1800.00;2790.00;990.00;5905JZW;02197953-7760-4642-8132-a7dc5d15954f;29/04/2024
KAWASAKI;J 300;299;J 300;;;2015;12403;1800.00;2790.00;990.00;8564JFX;02197953-7760-4642-8132-a7dc5d15954f;08/08/2024
KAWASAKI;NINJA ZX-6R;600;ZX 6R NINJA 2003;NO;NINJA ZX-6R ;2003;24577;1500.00;2790.00;1290.00;9151CGK;c7d53796-d685-45e0-b3ec-90fad9daa544;04/09/2023
KAWASAKI;VERSYS 650;650;VERSYS 650 2007;NO;VERSYS 650 ;2007;65000;700.00;2790.00;2090.00;8471FMG;842b19bd-0ded-4dc1-8ba5-7216e9ddefc7;10/08/2023
KAWASAKI;Z 750;750;Z 750 ;NO;Z 750 ;2009;50400;1200.00;2790.00;1590.00;7437GJC;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;28/12/2023
KEEWAY;RKF 125;125;RKF 125;NO;RKF 125 ;2022;700;1745.00;2790.00;1045.00;1585LYL;dc6aecdc-8108-4a9d-8b56-ab529ad41856;13/03/2023
KEEWAY;RKF 125;125;RKF 125 ;NO;RKF 125 ;2022;700;2100.00;2790.00;690.00;4366MBT;dc6aecdc-8108-4a9d-8b56-ab529ad41856;13/03/2023
KEEWAY;RKF 125;125;RKF 125;NO;RKF 125 ;2022;3080;2000.00;2790.00;790.00;7361LYJ;dc6aecdc-8108-4a9d-8b56-ab529ad41856;31/03/2023
KEEWAY;RKF 125;125;RKF 125;NO;RKF 125 ;2022;6500;1700.00;2790.00;1090.00;3207LWG;dc6aecdc-8108-4a9d-8b56-ab529ad41856;12/04/2023
KEEWAY;RKF 125;125;RKF 125;NO;RKF 125 ;2022;3900;2000.00;2790.00;790.00;8740LYT;dc6aecdc-8108-4a9d-8b56-ab529ad41856;09/05/2023
KEEWAY;RKF 125;125;RKF 125 2018;NO;RKF 125 ;2021;810;1900.00;2790.00;890.00;8055LVJ;dc6aecdc-8108-4a9d-8b56-ab529ad41856;17/05/2023
KTM;DUKE 125;125;DUKE 125;NO;DUKE 125 ;2016;4000;2000.00;2790.00;790.00;1366JRY;dadee17a-0990-42c2-a959-48dc7b820ff0;28/02/2023
KTM;DUKE 125;125;DUKE 125;NO;DUKE 125 ;2017;25000;2000.00;2790.00;790.00;4251KCH;dadee17a-0990-42c2-a959-48dc7b820ff0;28/03/2023
KTM;DUKE 125;125;DUKE 125;NO;DUKE 125 ;2015;15900;2000.00;2790.00;790.00;0704JDH;dadee17a-0990-42c2-a959-48dc7b820ff0;28/04/2023
KTM;DUKE 125;125;125 DUKE 2011;NO;DUKE 125 ;2012;17000;1830.00;2790.00;960.00;8389HGS;dadee17a-0990-42c2-a959-48dc7b820ff0;27/07/2023
